family_country,year,kind_adjusted,n,top_ten
LV,1995,B,1,FALSE
LV,1998,A,1,FALSE
LV,1998,B,1,FALSE
MA,2003,A,1,FALSE
MA,2004,A,2,FALSE
MA,2008,B,1,FALSE
MA,2009,B,1,FALSE
MA,2011,B,1,FALSE
MA,2013,B,1,FALSE
MA,2016,A,4,FALSE
MA,2017,A,2,FALSE
MD,2015,A,1,FALSE
MX,1981,A,1,FALSE
MX,1982,A,2,FALSE
MX,1982,E,1,FALSE
MX,1983,A,1,FALSE
MX,1983,E,2,FALSE
MX,1985,A,1,FALSE
MX,1987,A,1,FALSE
MX,1988,E,1,FALSE
MX,1992,A,2,FALSE
MX,1992,B,1,FALSE
MX,1993,A,1,FALSE
MX,1997,A,6,FALSE
MX,1998,A,3,FALSE
MX,2002,A,2,FALSE
MX,2003,A,5,FALSE
MX,2004,A,5,FALSE
MX,2005,A,5,FALSE
MX,2006,A,8,FALSE
MX,2007,A,8,FALSE
MX,2008,A,8,FALSE
MX,2009,A,7,FALSE
MX,2010,A,6,FALSE
MX,2011,A,2,FALSE
MX,2012,A,20,FALSE
MX,2013,A,16,FALSE
MX,2014,A,8,FALSE
MX,2015,A,20,FALSE
MX,2016,A,36,FALSE
MX,2016,B,7,FALSE
MX,2017,A,20,FALSE
MX,2017,B,5,FALSE
MY,2005,A,1,FALSE
MY,2006,A,1,FALSE
MY,2009,A,1,FALSE
MY,2012,A,1,FALSE
MY,2013,A,1,FALSE
MY,2015,A,1,FALSE
MY,2016,A,1,FALSE
MY,2017,A,2,FALSE
NL,1966,A,1,FALSE
NL,1967,A,1,FALSE
NL,1968,A,1,FALSE
NL,1969,A,1,FALSE
NL,1970,A,1,FALSE
NL,1971,A,2,FALSE
NL,1974,A,1,FALSE
NL,1975,A,3,FALSE
NL,1978,A,1,FALSE
NL,1978,B,1,FALSE
NL,1979,A,2,FALSE
NL,1981,B,1,FALSE
NL,1981,C,1,FALSE
NL,1982,A,1,FALSE
NL,1983,A,1,FALSE
NL,1986,C,1,FALSE
NL,1998,B,1,FALSE
NL,1998,C,1,FALSE
NL,2e3,I,1,FALSE
NL,2001,I,1,FALSE
NL,2004,I,1,FALSE
NL,2007,A,1,FALSE
NL,2008,C,1,FALSE
NL,2012,C,1,FALSE
NL,2014,C,1,FALSE
NL,2015,A,1,FALSE
NL,2015,C,1,FALSE
NL,2016,A,3,FALSE
NL,2016,B,13,FALSE
NL,2017,A,2,FALSE
NL,2017,B,9,FALSE
NL,NA,A,2,FALSE
NO,1975,A,1,FALSE
NO,1975,B,1,FALSE
NO,1976,C,1,FALSE
NO,1979,A,2,FALSE
NO,1979,B,1,FALSE
NO,1979,C,1,FALSE
NO,1981,A,2,FALSE
NO,1982,A,1,FALSE
NO,1982,B,1,FALSE
NO,1983,A,1,FALSE
NO,1983,C,1,FALSE
NO,1984,A,1,FALSE
NO,1985,A,1,FALSE
NO,1986,B,2,FALSE
NO,1986,C,1,FALSE
NO,1987,C,1,FALSE
NO,1987,D,1,FALSE
NO,1988,A,3,FALSE
NO,1988,D,3,FALSE
NO,1989,A,3,FALSE
NO,1989,B,1,FALSE
NO,1989,C,1,FALSE
NO,1989,D,2,FALSE
NO,1990,A,2,FALSE
NO,1990,B,1,FALSE
NO,1990,C,1,FALSE
NO,1990,D,3,FALSE
NO,1991,A,2,FALSE
NO,1991,B,1,FALSE
NO,1991,C,1,FALSE
NO,1991,D,1,FALSE
NO,1992,A,1,FALSE
NO,1992,D,1,FALSE
NO,1993,A,2,FALSE
NO,1993,D,2,FALSE
NO,1994,A,2,FALSE
NO,1994,D,2,FALSE
NO,1995,A,4,FALSE
NO,1995,D,4,FALSE
NO,1996,A,1,FALSE
NO,1996,D,1,FALSE
NO,1997,A,3,FALSE
NO,1997,B,2,FALSE
NO,1997,D,4,FALSE
NO,1998,A,3,FALSE
NO,1998,D,2,FALSE
NO,1999,A,5,FALSE
NO,1999,D,7,FALSE
NO,2e3,A,5,FALSE
NO,2e3,D,3,FALSE
NO,2001,A,3,FALSE
NO,2001,B,3,FALSE
NO,2001,D,4,FALSE
NO,2002,A,3,FALSE
NO,2002,B,2,FALSE
NO,2002,D,2,FALSE
NO,2003,A,2,FALSE
NO,2003,B,2,FALSE
NO,2003,D,2,FALSE
NO,2004,A,2,FALSE
NO,2004,B,2,FALSE
NO,2005,A,4,FALSE
NO,2005,B,1,FALSE
NO,2005,D,1,FALSE
NO,2006,A,3,FALSE
NO,2006,L,1,FALSE
NO,2007,A,3,FALSE
NO,2008,A,2,FALSE
NO,2008,B,2,FALSE
NO,2009,B,1,FALSE
NO,2010,B,2,FALSE
NO,2012,B,2,FALSE
NO,2013,A,4,FALSE
NO,2013,B,2,FALSE
NO,2014,A,2,FALSE
NO,2014,B,5,FALSE
NO,2015,A,10,FALSE
NO,2016,A,2,FALSE
NO,2016,B,1,FALSE
NO,2017,B,1,FALSE
NZ,1985,A,1,FALSE
NZ,1989,A,2,FALSE
NZ,1991,A,3,FALSE
NZ,1992,A,1,FALSE
NZ,1993,A,1,FALSE
NZ,1994,A,1,FALSE
NZ,1995,A,2,FALSE
NZ,1998,A,3,FALSE
NZ,1999,A,1,FALSE
NZ,2e3,A,6,FALSE
NZ,2001,A,2,FALSE
NZ,2002,A,2,FALSE
NZ,2003,A,1,FALSE
NZ,2004,A,3,FALSE
NZ,2005,A,2,FALSE
NZ,2006,A,2,FALSE
NZ,2007,A,2,FALSE
NZ,2009,A,1,FALSE
NZ,2010,A,2,FALSE
NZ,2011,A,4,FALSE
NZ,2012,A,1,FALSE
NZ,2013,A,5,FALSE
NZ,2014,A,3,FALSE
NZ,2015,A,3,FALSE
NZ,2016,A,7,FALSE
NZ,2017,A,2,FALSE
OA,2002,A,1,FALSE
OA,2003,A,1,FALSE
OA,2004,A,1,FALSE
OA,2007,A,1,FALSE
PA,2006,A,1,FALSE
PE,1998,A,1,FALSE
PE,2e3,A,2,FALSE
PE,2002,A,1,FALSE
PE,2006,A,1,FALSE
PE,2008,A,1,FALSE
PE,2011,A,1,FALSE
PE,2013,A,1,FALSE
PE,2015,A,1,FALSE
PE,2016,A,1,FALSE
PE,2017,A,5,FALSE
PH,1991,A,1,FALSE
PH,1996,A,1,FALSE
PH,2015,A,3,FALSE
PH,2016,A,1,FALSE
PH,2016,U,1,FALSE
PH,2016,Y,1,FALSE
PH,2017,A,1,FALSE
PL,1979,A,1,FALSE
PL,1981,B,1,FALSE
PL,1985,A,1,FALSE
PL,1986,A,1,FALSE
PL,1994,A,1,FALSE
PL,1995,B,1,FALSE
PL,1996,B,1,FALSE
PL,1997,A,3,FALSE
PL,1999,A,4,FALSE
PL,2e3,A,1,FALSE
PL,2001,A,2,FALSE
PL,2002,A,2,FALSE
PL,2002,B,1,FALSE
PL,2003,A,1,FALSE
PL,2003,B,1,FALSE
PL,2004,A,3,FALSE
PL,2005,A,2,FALSE
PL,2005,B,1,FALSE
PL,2007,B,2,FALSE
PL,2009,B,2,FALSE
PL,2010,B,1,FALSE
PL,2012,B,2,FALSE
PL,2016,A,1,FALSE
PL,2016,B,7,FALSE
PL,2017,A,1,FALSE
PL,2017,B,11,FALSE
PT,1979,A,1,FALSE
PT,1984,A,1,FALSE
PT,1986,B,1,FALSE
PT,1987,A,1,FALSE
PT,1990,B,1,FALSE
PT,1991,A,1,FALSE
PT,1992,A,1,FALSE
PT,1994,A,1,FALSE
PT,1996,B,1,FALSE
PT,1998,B,1,FALSE
PT,2e3,B,1,FALSE
PT,2e3,E,5,FALSE
PT,2001,E,2,FALSE
PT,2002,B,1,FALSE
PT,2002,E,1,FALSE
PT,2003,E,5,FALSE
PT,2004,E,1,FALSE
PT,2005,E,2,FALSE
PT,2006,E,1,FALSE
PT,2007,E,1,FALSE
PT,2008,E,2,FALSE
PT,2009,E,1,FALSE
PT,2010,E,3,FALSE
PT,2011,E,3,FALSE
PT,2012,E,2,FALSE
PT,2013,E,1,FALSE
PT,2014,E,2,FALSE
PT,2015,E,2,FALSE
PT,2016,B,5,FALSE
RO,1983,A,1,FALSE
RO,2e3,B,1,FALSE
RO,2003,B,2,FALSE
RO,2004,B,1,FALSE
RO,2005,B,1,FALSE
RO,2013,A,3,FALSE
RO,2013,U,1,FALSE
RO,2014,A,2,FALSE
RO,2014,B,1,FALSE
RO,2015,A,2,FALSE
RO,2016,B,1,FALSE
RO,2017,A,4,FALSE
RS,2008,A,1,FALSE
RS,2009,A,1,FALSE
RS,2012,B,1,FALSE
RS,2015,A,1,FALSE
RS,2015,B,1,FALSE
RS,2016,A,1,FALSE
RS,2016,B,2,FALSE
RS,2017,B,1,FALSE
RU,1993,C,1,FALSE
RU,1997,A,1,FALSE
RU,1997,C,3,FALSE
RU,1998,C,1,FALSE
RU,1999,C,3,FALSE
RU,2e3,C,2,FALSE
RU,2001,A,1,FALSE
RU,2001,C,3,FALSE
RU,2002,A,1,FALSE
RU,2002,C,2,FALSE
RU,2003,C,6,FALSE
RU,2004,A,4,FALSE
RU,2004,C,5,FALSE
RU,2005,A,6,FALSE
RU,2005,C,3,FALSE
RU,2006,A,5,FALSE
RU,2006,C,4,FALSE
RU,2007,A,6,FALSE
RU,2007,C,3,FALSE
RU,2008,A,14,FALSE
RU,2008,C,4,FALSE
RU,2009,A,20,FALSE
RU,2009,C,17,FALSE
RU,2010,A,9,FALSE
RU,2010,C,13,FALSE
RU,2011,A,13,FALSE
RU,2011,C,27,FALSE
RU,2012,A,20,FALSE
RU,2012,C,24,FALSE
RU,2013,A,25,FALSE
RU,2013,C,37,FALSE
RU,2014,A,25,FALSE
RU,2014,C,31,FALSE
RU,2015,A,16,FALSE
RU,2015,C,38,FALSE
RU,2015,U,1,FALSE
RU,2016,A,25,FALSE
RU,2016,C,27,FALSE
RU,2017,A,29,FALSE
RU,2017,C,18,FALSE
SA,2009,B,1,FALSE
SE,1969,B,1,FALSE
SE,1971,B,1,FALSE
SE,1972,B,1,FALSE
SE,1975,A,3,FALSE
SE,1975,B,1,FALSE
SE,1976,B,1,FALSE
SE,1977,B,2,FALSE
SE,1978,A,1,FALSE
SE,1979,A,1,FALSE
SE,1979,B,1,FALSE
SE,1980,A,1,FALSE
SE,1980,B,1,FALSE
SE,1981,B,1,FALSE
SE,1981,L,1,FALSE
SE,1983,B,1,FALSE
SE,1983,L,1,FALSE
SE,1984,C,1,FALSE
SE,1985,B,1,FALSE
SE,1998,D,1,FALSE
SE,1999,D,2,FALSE
SE,2e3,L,2,FALSE
SE,2001,D,2,FALSE
SE,2001,L,1,FALSE
SE,2002,C,1,FALSE
SE,2003,C,1,FALSE
SE,2004,C,1,FALSE
SE,2007,A,1,FALSE
SE,2008,L,1,FALSE
SE,2009,C,1,FALSE
SE,2015,A,3,FALSE
SE,2016,A,1,FALSE
SE,2016,C,1,FALSE
SE,2017,A,3,FALSE
SE,2017,C,2,FALSE
SG,1993,A,1,FALSE
SG,1998,A,1,FALSE
SG,1999,A,1,FALSE
SG,2e3,A,1,FALSE
SG,2001,A,1,FALSE
SG,2004,A,2,FALSE
SG,2005,A,21,FALSE
SG,2006,A,16,FALSE
SG,2007,A,10,FALSE
SG,2008,A,4,FALSE
SG,2009,A,2,FALSE
SG,2010,A,3,FALSE
SG,2011,A,9,FALSE
SG,2012,A,5,FALSE
SG,2013,A,7,FALSE
SG,2014,A,12,FALSE
SG,2015,A,26,FALSE
SG,2016,A,26,FALSE
SG,2017,A,31,FALSE
SI,1994,A,1,FALSE
SI,1998,A,1,FALSE
SI,2e3,B,1,FALSE
SI,2002,B,1,FALSE
SI,2003,B,2,FALSE
SI,2004,B,1,FALSE
SI,2006,B,1,FALSE
SI,2011,B,2,FALSE
SI,2012,B,1,FALSE
SI,2013,B,1,FALSE
SI,2014,B,1,FALSE
SI,2015,A,2,FALSE
SI,2015,B,1,FALSE
SI,2016,B,2,FALSE
SI,2017,B,2,FALSE
SK,1997,A,1,FALSE
SK,1998,A,1,FALSE
SK,1999,A,1,FALSE
SK,2e3,A,3,FALSE
SK,2002,B,1,FALSE
SK,2003,A,2,FALSE
SK,2003,B,2,FALSE
SK,2006,B,1,FALSE
SK,2007,B,1,FALSE
SK,2008,B,1,FALSE
SM,2017,B,2,FALSE
SU,1974,A,1,FALSE
SU,1975,A,1,FALSE
SU,1982,A,2,FALSE
SU,1983,A,1,FALSE
SV,2006,A,1,FALSE
TN,2009,A,2,FALSE
TN,2012,A,1,FALSE
TN,2014,A,1,FALSE
TR,1998,B,1,FALSE
TR,2e3,A,2,FALSE
TR,2e3,B,2,FALSE
TR,2001,A,5,FALSE
TR,2001,B,1,FALSE
TR,2004,B,2,FALSE
TR,2009,B,1,FALSE
TW,1993,B,2,FALSE
TW,1994,B,1,FALSE
TW,1995,B,2,FALSE
TW,1997,B,1,FALSE
TW,1998,B,3,FALSE
TW,1999,B,1,FALSE
TW,2e3,B,4,FALSE
TW,2001,B,5,FALSE
TW,2002,B,1,FALSE
TW,2003,B,4,FALSE
TW,2004,A,1,FALSE
TW,2004,B,1,FALSE
TW,2005,A,2,FALSE
TW,2006,A,1,FALSE
TW,2007,A,6,FALSE
TW,2008,A,4,FALSE
TW,2009,A,3,FALSE
TW,2010,A,4,FALSE
TW,2010,B,2,FALSE
TW,2011,A,2,FALSE
TW,2011,U,1,FALSE
TW,2012,A,40,FALSE
TW,2012,B,5,FALSE
TW,2013,A,17,FALSE
TW,2013,B,8,FALSE
TW,2013,U,1,FALSE
TW,2014,A,8,FALSE
TW,2014,B,25,FALSE
TW,2015,A,23,FALSE
TW,2015,B,17,FALSE
TW,2016,A,40,FALSE
TW,2016,B,19,FALSE
TW,2016,U,2,FALSE
TW,2017,A,71,FALSE
TW,2017,B,9,FALSE
TW,2017,U,2,FALSE
UA,2004,A,1,FALSE
UA,2006,U,4,FALSE
UA,2007,C,2,FALSE
UA,2007,U,1,FALSE
UA,2009,C,1,FALSE
UA,2009,U,1,FALSE
UA,2010,C,1,FALSE
UA,2010,U,2,FALSE
UA,2011,C,1,FALSE
UA,2012,U,1,FALSE
UA,2013,C,1,FALSE
UA,2013,U,2,FALSE
UA,2015,C,10,FALSE
UA,2015,U,3,FALSE
UA,2016,C,4,FALSE
US,1872,B,1,TRUE
US,1889,B,1,TRUE
US,1902,B,1,TRUE
US,1905,B,1,TRUE
US,1906,B,2,TRUE
US,1907,B,8,TRUE
US,1908,B,2,TRUE
US,1909,B,1,TRUE
US,1910,B,1,TRUE
US,1911,B,2,TRUE
US,1912,B,1,TRUE
US,1913,B,2,TRUE
US,1914,B,5,TRUE
US,1916,B,2,TRUE
US,1917,B,4,TRUE
US,1919,B,1,TRUE
US,1920,B,1,TRUE
US,1921,B,2,TRUE
US,1922,B,2,TRUE
US,1923,B,3,TRUE
US,1924,B,2,TRUE
US,1925,B,1,TRUE
US,1926,B,1,TRUE
US,1927,B,2,TRUE
US,1928,B,1,TRUE
US,1930,B,3,TRUE
US,1931,B,6,TRUE
US,1932,B,3,TRUE
US,1933,B,2,TRUE
US,1935,B,2,TRUE
US,1937,B,2,TRUE
US,1939,B,3,TRUE
US,1941,B,3,TRUE
US,1942,B,1,TRUE
US,1945,B,1,TRUE
US,1946,B,2,TRUE
US,1947,B,1,TRUE
US,1948,B,3,TRUE
US,1949,B,6,TRUE
US,1950,B,2,TRUE
US,1951,B,5,TRUE
US,1952,B,3,TRUE
US,1953,B,7,TRUE
US,1954,B,2,TRUE
US,1955,B,2,TRUE
US,1956,B,5,TRUE
US,1957,B,6,TRUE
US,1958,B,7,TRUE
US,1959,B,17,TRUE
US,1960,B,8,TRUE
US,1961,B,19,TRUE
US,1962,B,20,TRUE
US,1963,B,19,TRUE
US,1964,B,25,TRUE
US,1965,B,17,TRUE
US,1966,B,18,TRUE
US,1967,B,15,TRUE
US,1968,B,15,TRUE
US,1969,B,25,TRUE
US,1970,B,12,TRUE
US,1971,B,17,TRUE
US,1972,B,15,TRUE
US,1973,B,26,TRUE
US,1974,B,14,TRUE
US,1975,B,17,TRUE
US,1976,B,17,TRUE
US,1977,B,14,TRUE
US,1978,B,14,TRUE
US,1979,B,15,TRUE
US,1980,B,20,TRUE
US,1981,B,21,TRUE
US,1982,B,20,TRUE
US,1983,B,9,TRUE
US,1984,B,14,TRUE
US,1984,E,1,TRUE
US,1985,B,20,TRUE
US,1986,B,15,TRUE
US,1987,B,29,TRUE
US,1988,B,22,TRUE
US,1988,H,1,TRUE
US,1989,B,23,TRUE
US,1990,B,31,TRUE
US,1991,B,25,TRUE
US,1992,B,29,TRUE
US,1992,H,2,TRUE
US,1993,B,20,TRUE
US,1994,B,34,TRUE
US,1995,B,17,TRUE
US,1995,H,1,TRUE
US,1996,B,30,TRUE
US,1996,E,1,TRUE
US,1997,B,34,TRUE
US,1998,B,51,TRUE
US,1999,B,54,TRUE
US,2e3,B,67,TRUE
US,2001,A,68,TRUE
US,2001,B,184,TRUE
US,2001,E,2,TRUE
US,2002,A,161,TRUE
US,2002,B,143,TRUE
US,2002,E,1,TRUE
US,2003,A,285,TRUE
US,2003,B,139,TRUE
US,2004,A,347,TRUE
US,2004,B,134,TRUE
US,2004,S,1,TRUE
US,2005,A,431,TRUE
US,2005,B,180,TRUE
US,2006,A,318,TRUE
US,2006,B,262,TRUE
US,2006,S,2,TRUE
US,2007,A,425,TRUE
US,2007,B,220,TRUE
US,2007,E,1,TRUE
US,2008,A,534,TRUE
US,2008,B,217,TRUE
US,2008,E,1,TRUE
US,2008,S,1,TRUE
US,2009,A,549,TRUE
US,2009,B,262,TRUE
US,2009,S,1,TRUE
US,2010,A,489,TRUE
US,2010,B,349,TRUE
US,2011,A,433,TRUE
US,2011,B,397,TRUE
US,2012,A,755,TRUE
US,2012,B,364,TRUE
US,2012,S,1,TRUE
US,2013,A,737,TRUE
US,2013,B,412,TRUE
US,2013,S,1,TRUE
US,2014,A,1123,TRUE
US,2014,B,555,TRUE
US,2014,S,2,TRUE
US,2015,A,1343,TRUE
US,2015,B,867,TRUE
US,2015,E,1,TRUE
US,2015,S,8,TRUE
US,2016,A,2172,TRUE
US,2016,B,1021,TRUE
US,2016,S,21,TRUE
US,2017,A,2855,TRUE
US,2017,B,1314,TRUE
US,2017,S,24,TRUE
UY,2007,A,1,FALSE
UY,2010,A,1,FALSE
UY,2014,A,1,FALSE
UY,2015,A,3,FALSE
UY,2016,A,3,FALSE
WO,1979,A,1,TRUE
WO,1980,A,1,TRUE
WO,1981,A,3,TRUE
WO,1983,A,1,TRUE
WO,1984,A,1,TRUE
WO,1985,A,1,TRUE
WO,1986,A,1,TRUE
WO,1987,A,3,TRUE
WO,1988,A,9,TRUE
WO,1989,A,2,TRUE
WO,1990,A,9,TRUE
WO,1991,A,10,TRUE
WO,1992,A,12,TRUE
WO,1993,A,7,TRUE
WO,1994,A,8,TRUE
WO,1995,A,10,TRUE
WO,1996,A,17,TRUE
WO,1997,A,14,TRUE
WO,1998,A,46,TRUE
WO,1999,A,70,TRUE
WO,1999,B,2,TRUE
WO,2e3,A,50,TRUE
WO,2e3,B,3,TRUE
WO,2001,A,230,TRUE
WO,2002,A,140,TRUE
WO,2003,A,144,TRUE
WO,2004,A,88,TRUE
WO,2004,B,2,TRUE
WO,2005,A,95,TRUE
WO,2005,B,2,TRUE
WO,2006,A,155,TRUE
WO,2006,B,3,TRUE
WO,2007,A,167,TRUE
WO,2007,B,4,TRUE
WO,2008,A,212,TRUE
WO,2008,B,3,TRUE
WO,2009,A,132,TRUE
WO,2010,A,144,TRUE
WO,2011,A,190,TRUE
WO,2012,A,330,TRUE
WO,2013,A,272,TRUE
WO,2014,A,512,TRUE
WO,2015,A,609,TRUE
WO,2016,A,1125,TRUE
WO,2017,A,1869,TRUE
YU,1982,A,2,FALSE
YU,1984,A,2,FALSE
YU,1988,A,2,FALSE
YU,1994,A,1,FALSE
YU,1999,B,1,FALSE
YU,2002,A,2,FALSE
ZA,1973,B,1,FALSE
ZA,1980,B,1,FALSE
ZA,1983,B,2,FALSE
ZA,1985,B,1,FALSE
ZA,1986,B,1,FALSE
ZA,1987,B,1,FALSE
ZA,1988,B,1,FALSE
ZA,1989,B,2,FALSE
ZA,1990,B,1,FALSE
ZA,1991,B,1,FALSE
ZA,1992,B,4,FALSE
ZA,1994,B,4,FALSE
ZA,1995,B,3,FALSE
ZA,1996,B,6,FALSE
ZA,1997,B,3,FALSE
ZA,1998,B,2,FALSE
ZA,1999,B,3,FALSE
ZA,2e3,B,1,FALSE
ZA,2001,B,1,FALSE
ZA,2002,B,3,FALSE
ZA,2003,B,3,FALSE
ZA,2004,B,12,FALSE
ZA,2005,B,17,FALSE
ZA,2006,B,1,FALSE
ZA,2007,B,4,FALSE
ZA,2008,B,11,FALSE
ZA,2009,B,12,FALSE
ZA,2010,B,6,FALSE
ZA,2011,B,1,FALSE
ZA,2012,B,8,FALSE
ZA,2013,B,5,FALSE
ZA,2014,B,8,FALSE
ZA,2015,B,2,FALSE
ZM,1970,A,1,FALSE
